,url,cat1,cat2,cat3,cat4,cat5
820,https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090596011&dc&qid=1709680605&rnid=155932011&ref=lp_155932011_nr_n_3,Children s eBooks,Religions,Christianity,Inspirational,
821,https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090597011&dc&qid=1709680605&rnid=155932011&ref=lp_155932011_nr_n_4,Children s eBooks,Religions,Christianity,Jesus,
822,https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155941011&dc&qid=1709680605&rnid=155932011&ref=lp_155932011_nr_n_5,Children s eBooks,Religions,Christianity,Prayer,
823,https://www.amazon.com/s?bbn=155931011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155942011&dc&qid=1709680593&rnid=155931011&ref=lp_155931011_nr_n_1,Children s eBooks,Religions,Eastern,,
824,https://www.amazon.com/s?bbn=155931011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155949011&dc&qid=1709680593&rnid=155931011&ref=lp_155931011_nr_n_2,Children s eBooks,Religions,Islam,,
825,https://www.amazon.com/s?bbn=155931011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155950011&dc&qid=1709680593&rnid=155931011&ref=lp_155931011_nr_n_3,Children s eBooks,Religions,Judaism,,
826,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155952011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_0,Children s eBooks,"Science, Nature & How It Works",Agriculture,,
827,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A318499011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_1,Children s eBooks,"Science, Nature & How It Works",Anatomy & Physiology,,
828,https://www.amazon.com/s?bbn=155954011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155954011%2Cn%3A155955011&dc&qid=1709680820&rnid=155954011&ref=lp_155954011_nr_n_0,Children s eBooks,"Science, Nature & How It Works",Astronomy & Space,Aeronautics & Space,
829,https://www.amazon.com/s?bbn=155954011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155954011%2Cn%3A155956011&dc&qid=1709680820&rnid=155954011&ref=lp_155954011_nr_n_1,Children s eBooks,"Science, Nature & How It Works",Astronomy & Space,Astronomy,
830,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155958011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_3,Children s eBooks,"Science, Nature & How It Works",Biology,,
831,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155959011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_4,Children s eBooks,"Science, Nature & How It Works",Botany,,
832,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155960011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_5,Children s eBooks,"Science, Nature & How It Works",Chemistry,,
833,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155961011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_6,Children s eBooks,"Science, Nature & How It Works",Earth Sciences,,
834,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155964011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_7,Children s eBooks,"Science, Nature & How It Works",Electricity & Electronics,,
835,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155965011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_8,Children s eBooks,"Science, Nature & How It Works",Environment & Ecology,,
836,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155968011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_9,Children s eBooks,"Science, Nature & How It Works",Experiments & Projects,,
837,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155990011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_10,Children s eBooks,"Science, Nature & How It Works",Heavy Machinery,,
838,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A155991011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_11,Children s eBooks,"Science, Nature & How It Works",How Things Work,,
839,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A7090601011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_12,Children s eBooks,"Science, Nature & How It Works",Inventions & Inventors,,
840,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156000011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_13,Children s eBooks,"Science, Nature & How It Works",Mystery & Wonders,,
841,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156002011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_0,Children s eBooks,"Science, Nature & How It Works",Nature,Earthquakes & Volcanoes,
842,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156003011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_1,Children s eBooks,"Science, Nature & How It Works",Nature,Environment,
843,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156007011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_2,Children s eBooks,"Science, Nature & How It Works",Nature,Flowers & Plants,
844,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156010011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_3,Children s eBooks,"Science, Nature & How It Works",Nature,Forests & Trees,
845,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156013011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_4,Children s eBooks,"Science, Nature & How It Works",Nature,Fossils,
846,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156014011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_5,Children s eBooks,"Science, Nature & How It Works",Nature,Gardening,
847,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156018011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_6,Children s eBooks,"Science, Nature & How It Works",Nature,Rocks & Minerals,
848,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156019011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_7,Children s eBooks,"Science, Nature & How It Works",Nature,Water,
849,https://www.amazon.com/s?bbn=156001011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156001011%2Cn%3A156020011&dc&qid=1709681024&rnid=156001011&ref=lp_156001011_nr_n_8,Children s eBooks,"Science, Nature & How It Works",Nature,Weather,
850,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156023011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_15,Children s eBooks,"Science, Nature & How It Works",Physics,,
851,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A18623126011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_16,Children s eBooks,"Science, Nature & How It Works",Robotics,,
852,https://www.amazon.com/s?bbn=155951011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011%2Cn%3A156039011&dc&qid=1709680776&rnid=155951011&ref=lp_155951011_nr_n_17,Children s eBooks,"Science, Nature & How It Works",Zoology,,
853,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A10124609011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_0,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,Action & Adventure,
854,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A7006698011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_1,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,Coming of Age,
855,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A11650873011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_2,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,Mermaids,
856,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A7006696011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_3,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,Mystery & Detective,
857,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A7006699011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_4,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,"Paranormal, Occult & Supernatural",
858,https://www.amazon.com/s?bbn=155221011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155221011%2Cn%3A7006700011&dc&qid=1709681225&rnid=155221011&ref=lp_155221011_nr_n_5,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Fantasy & Magic,Sword & Sorcery,
859,https://www.amazon.com/s?bbn=155217011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A155749011&dc&qid=1709681210&rnid=155217011&ref=lp_155217011_nr_n_1,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Scary Stories,,
860,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A7006701011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_0,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Action & Adventure,
861,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A7006702011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_1,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Aliens,
862,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A7006703011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_2,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Dystopian,
863,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A18623124011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_3,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Space Exploration,
864,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A7006704011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_4,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Steampunk,
865,https://www.amazon.com/s?bbn=7090602011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011%2Cn%3A7090602011%2Cn%3A7006705011&dc&qid=1709681340&rnid=7090602011&ref=lp_7090602011_nr_n_5,Children s eBooks,"Science Fiction, Fantasy & Scary Stories",Science Fiction,Time Travel,
866,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156050011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_0,Children s eBooks,Sports & Outdoors,Camping,,
867,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156070011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_1,Children s eBooks,Sports & Outdoors,Baseball,,
868,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156073011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_2,Children s eBooks,Sports & Outdoors,Basketball,,
869,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156076011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_3,Children s eBooks,Sports & Outdoors,Cycling,,
870,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156077011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_4,Children s eBooks,Sports & Outdoors,Football,,
871,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156081011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_5,Children s eBooks,Sports & Outdoors,Gymnastics,,
872,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156082011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_6,Children s eBooks,Sports & Outdoors,Hockey,,
873,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156085011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_7,Children s eBooks,Sports & Outdoors,Martial Arts,,
874,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156091011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_8,Children s eBooks,Sports & Outdoors,Motor Sports,,
875,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156092011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_9,Children s eBooks,Sports & Outdoors,Olympics,,
876,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156094011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_10,Children s eBooks,Sports & Outdoors,Soccer,,
877,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156098011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_11,Children s eBooks,Sports & Outdoors,Water Sports,,
878,https://www.amazon.com/s?bbn=156040011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011%2Cn%3A156101011&dc&qid=1709681446&rnid=156040011&ref=lp_156040011_nr_n_12,Children s eBooks,Sports & Outdoors,Winter Sports,,
879,https://www.amazon.com/kindle-dbs/comics-store/home?ref_=sub_ebooks_cat_5,"Comics, Manga , Graphic Novel",,,,
880,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A156148011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_0,Computers & Technology,Applications & Software,Business,,
881,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977135011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_1,Computers & Technology,Applications & Software,Calculators,,
882,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977137011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_2,Computers & Technology,Applications & Software,E-mail,,
883,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977136011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_3,Computers & Technology,Applications & Software,Educational Software,,
884,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977138011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_4,Computers & Technology,Applications & Software,Mathematical & Statistical,,
885,https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977139011&dc&qid=1709681670&rnid=156147011&ref=lp_156147011_nr_n_5,Computers & Technology,Applications & Software,Natural Language Processing,,
